Channel_ID,Channel_Name,Campaign_Date,Spend,Impressions,Clicks,Bookings_Attributed
230115,Email,2024-12-26 09:04:05,736432.65,466970,188952,19605
230116,Email,2023-01-29 15:31:49,877875.14,5251968,94123,3162
230117,Email,2023-02-18 22:35:14,609249.33,6060945,216255,17573
230118,Direct,2024-03-26 08:31:51,882659.84,7317723,366438,29071
230119,Direct,2024-08-22 06:41:53,589041.49,3908070,496684,21535
230120,Google Ads,2024-09-16 01:01:03,745542.38,6936180,146391,12806
230121,Meta,2024-10-13 09:48:56,982565.57,9598851,305180,20372
230122,OTA,2024-07-06 01:53:39,730629.34,5295709,118637,28370
230123,Direct,2023-10-24 19:37:18,781376.84,728810,80239,10856
230124,Meta,2024-02-27 02:29:47,265591.54,2437059,188920,12907
230125,Affiliate,2025-03-08 11:05:44,396422.76,9924394,497979,5642
230126,Email,2023-05-24 07:14:19,161386.03,2654872,309694,24075
230127,Meta,2023-05-16 20:57:39,207655.61,7022348,322874,13149
230128,OTA,2024-12-11 01:48:32,121437.47,3934976,28325,26817
230129,Meta,2024-07-24 06:49:43,731709.03,281058,356704,20644
230130,Google Ads,2024-02-09 12:25:39,940022.64,2663337,128478,27252
230131,OTA,2023-03-05 22:31:46,680600.53,8034292,242372,15747
230132,Google Ads,2024-03-24 03:38:31,333572.75,8632232,275465,17419
230133,Meta,2025-07-20 11:55:06,979562.87,2566441,352919,23094
230134,Affiliate,2024-01-20 01:17:56,691251.31,42602,304549,17400
230135,Direct,2023-10-31 12:55:30,579815.66,9016528,62294,3057
230136,Email,2024-04-13 11:40:38,500873.61,813412,189848,21548
230137,Meta,2023-09-16 12:24:52,239083.61,5234286,293305,12348
230138,Affiliate,2024-02-19 23:02:58,605091.97,2604753,262953,12596
230139,Affiliate,2025-01-11 03:48:57,609603.68,8446135,189175,9651
230140,Direct,2025-08-01 23:02:27,133903.43,2159646,44959,13364
230141,Email,2025-07-16 06:09:10,827447.49,8261080,254282,10667
230142,Google Ads,2025-01-27 08:05:37,900623.07,1043832,340256,13169
230143,Direct,2025-05-23 23:03:17,571534.52,2210228,194615,21138
230144,Google Ads,2025-10-16 01:55:56,679429.96,3888108,425033,9180
230145,Google Ads,2025-10-11 13:06:09,34375.59,7226901,415609,5649
230146,Direct,2023-03-31 09:09:06,922611.86,776948,373850,6022
230147,OTA,2025-07-05 02:26:19,729169.69,5910571,385358,11967
230148,Google Ads,2024-06-19 06:00:03,940772.87,3042003,204401,13280
230149,OTA,2024-01-06 00:34:05,88450.92,7992584,245583,4664
230150,Direct,2023-07-15 19:44:04,180415.33,7581087,293993,7027
230151,Google Ads,2023-06-17 21:52:14,389879.66,3436760,131144,7336
230152,Direct,2024-11-12 12:11:22,611732.68,200326,282038,15417
230153,Affiliate,2023-03-23 10:31:50,311736.07,2702015,355630,17108
230154,OTA,2024-02-22 16:50:57,235272.86,8963825,375512,16135
230155,Meta,2024-03-05 19:41:06,723531.27,2033747,74797,29400
230156,Email,2025-09-08 20:08:19,945613.83,5787208,364013,27720
230157,Email,2025-10-01 13:39:43,357525.84,5812905,57550,11634
230158,Email,2024-10-05 08:40:21,199333.17,8358292,79898,28494
230159,Direct,2023-02-25 06:28:03,445928.04,7863855,475227,29795
230160,Google Ads,2023-01-14 16:00:00,959997.55,6662929,73890,25054
230161,OTA,2023-01-30 00:43:28,908757.81,5792672,214701,13031
230162,OTA,2025-07-04 16:57:23,324761.51,3939355,489731,10711
230163,Meta,2025-06-11 17:53:22,500256.57,9393359,21573,4305
230164,Meta,2023-04-28 06:34:38,833033.57,6733458,88246,25286
230165,Affiliate,2024-10-03 09:38:52,789588.0,5899050,56380,22913
230166,Direct,2025-04-27 17:01:27,240068.24,3832458,313910,11861
230167,Direct,2023-11-16 23:01:25,830159.58,3664145,51401,24705
230168,Direct,2024-05-06 15:07:27,962496.02,4797536,51816,3508
230169,Direct,2025-02-04 05:44:12,190070.55,6715330,350985,7910
230170,OTA,2023-10-21 07:47:33,247998.24,8105169,495786,14859
230171,Email,2025-09-20 12:43:11,494742.07,7357090,405815,19925
230172,Direct,2024-07-23 16:47:08,579208.25,288085,496502,27937
230173,OTA,2025-07-13 07:10:02,928186.61,6661475,12467,16310
230174,Google Ads,2024-10-20 20:01:03,742326.57,6088467,470691,8284
230175,Email,2025-07-29 06:02:50,989322.61,212002,135111,6030
230176,Email,2025-06-28 11:13:49,575833.58,4592655,350348,28121
230177,Affiliate,2024-10-25 18:18:29,651795.88,4704416,332519,22480
230178,Affiliate,2023-08-09 10:33:01,433698.08,958168,224821,1334
230179,Google Ads,2025-09-30 01:29:29,111086.83,8294465,315297,12058
230180,Meta,2025-05-21 07:11:54,805340.56,2101560,249790,11559
230181,Affiliate,2025-02-17 10:35:23,712794.95,7327165,313399,6851
230182,Affiliate,2023-01-18 04:16:24,393040.71,3932498,97162,11343
230183,Direct,2023-01-21 05:16:21,384302.14,3356205,206332,20902
230184,Email,2024-10-30 14:40:40,884368.44,1666779,89807,28996
230185,Affiliate,2025-01-23 15:32:47,932629.2,1464871,228925,27315
230186,Meta,2023-02-20 04:32:59,885966.22,786269,115259,18786
230187,Direct,2023-05-04 06:49:18,278425.04,7584243,185913,23111
230188,OTA,2025-11-30 20:43:56,977483.65,4941022,483897,25038
230189,Direct,2023-06-20 04:40:56,52746.19,2517693,184826,21588
230190,Email,2025-04-18 03:15:21,166828.11,5302267,487532,7019
230191,Meta,2023-07-04 10:23:11,555937.93,2641125,101176,1641
230192,OTA,2023-05-14 05:49:12,220561.59,1124343,285040,28912
230193,Direct,2025-08-09 06:56:18,234047.33,9441162,264879,29910
230194,Google Ads,2025-07-17 12:08:59,791676.2,2559077,129598,24881
230195,Direct,2025-12-03 00:03:16,700717.6,4106646,162312,27849
230196,Google Ads,2023-06-29 06:13:53,31902.02,8028237,100817,20780
230197,Email,2023-01-02 07:44:36,906479.59,6752133,407287,7915
230198,Affiliate,2023-01-30 19:06:02,192356.23,7253257,293137,26876
230199,Email,2024-01-07 04:04:07,607072.3,8986380,218256,7018
230200,OTA,2023-05-17 16:42:15,873004.15,4806872,130899,23833
230201,Google Ads,2023-09-03 22:44:06,178245.09,6855326,282560,9127
230202,Email,2024-10-20 01:12:18,347029.04,4287505,317895,26213
230203,Direct,2023-11-26 17:05:51,784286.72,4805112,307200,8717
230204,OTA,2025-04-25 16:14:37,524392.7,8171158,110357,19221
230205,Google Ads,2025-04-14 13:20:42,370887.61,6512625,327664,24179
230206,Affiliate,2023-06-06 15:54:07,873806.05,5141279,106812,7833
230207,Direct,2024-03-16 17:17:39,227646.27,9103793,193193,9225
230208,Google Ads,2024-11-27 09:41:48,19273.14,5534468,181168,14948
230209,Email,2023-04-14 23:22:18,647610.78,8515090,457228,13770
230210,Email,2024-06-08 16:17:05,148089.96,185144,228639,17333
230211,Email,2023-11-21 21:54:09,749528.51,4074848,364138,12309
230212,Email,2025-01-29 01:25:36,193443.29,8008643,315596,7961
230213,Affiliate,2023-12-27 16:42:05,598830.96,241200,328346,23530
230214,Meta,2025-08-20 00:20:52,586069.56,27976,188463,22307
230215,Email,2023-04-18 07:22:33,769485.7,3585489,482455,27522
230216,Google Ads,2024-08-11 07:03:47,53268.3,5519577,38012,5070
230217,Meta,2024-10-19 02:37:37,281787.8,552895,208635,15279
230218,Email,2023-01-02 12:39:35,154228.88,8705219,91119,27341
230219,Affiliate,2023-07-19 23:03:54,788399.53,4149861,473373,17732
230220,Meta,2025-09-17 05:13:36,993669.05,3371578,139330,25329
230221,Meta,2023-05-09 19:03:23,229461.32,4368066,336016,4080
230222,Meta,2025-07-25 04:52:50,589621.34,8302956,193127,9846
230223,Meta,2024-07-28 00:49:08,71591.5,9634056,491881,12265
230224,OTA,2023-12-09 18:37:55,796231.77,315107,313256,28391
230225,Meta,2025-05-21 10:53:33,267350.5,322312,334742,22554
230226,Email,2023-05-27 02:44:03,754542.26,6571774,227730,1626
230227,OTA,2023-05-11 01:50:26,322472.34,7606532,183572,7476
230228,Direct,2023-03-15 10:35:07,779196.49,7083308,189860,25854
230229,OTA,2023-11-25 22:52:22,278122.32,2270127,163310,8719
230230,Direct,2024-11-17 18:14:43,871496.69,4673034,267729,8306
230231,Affiliate,2024-02-08 03:38:31,736944.71,825334,436151,14509
230232,Affiliate,2025-09-21 10:32:22,240459.16,8371441,4348,11139
230233,OTA,2024-12-28 15:28:34,790866.92,5306768,104165,24501
230234,Affiliate,2024-03-02 15:01:41,525777.3,7613873,18175,19280
230235,Google Ads,2025-02-24 07:59:50,58900.51,7673582,339157,26680
230236,Affiliate,2024-01-17 06:39:08,374285.07,7938001,323320,23443
230237,OTA,2025-08-09 05:00:00,572190.0,3696054,260342,16232
230238,Affiliate,2023-12-23 08:36:38,107497.33,2002608,361872,22563
230239,Affiliate,2024-07-21 00:32:45,526695.69,7980081,249078,5001
230240,Meta,2023-03-18 17:44:41,332872.74,9245586,230273,28300
230241,Meta,2023-05-05 12:52:27,506751.38,2504868,89073,18689
230242,Meta,2024-05-27 14:10:30,974080.77,2530133,403425,25388
230243,Affiliate,2025-02-02 08:22:32,547761.61,7521175,56712,3655
230244,Email,2025-07-20 03:36:11,579909.55,156672,118355,22342
230245,Email,2024-07-13 11:58:54,829888.12,6494441,366820,6158
230246,Google Ads,2024-07-26 09:01:48,958196.93,1702748,368789,12808
230247,Affiliate,2023-06-05 19:05:44,785845.06,307091,167524,19470
230248,OTA,2025-02-11 22:38:01,446297.32,9931908,151978,7402
230249,Google Ads,2024-12-30 22:15:55,508965.88,3443623,226327,19380
230250,Google Ads,2023-09-19 01:25:48,898246.05,5839503,204153,3482
230251,Affiliate,2023-07-24 09:36:10,552498.21,1051728,108845,18470
230252,Affiliate,2024-05-17 09:36:22,666419.64,871810,376185,27662
230253,OTA,2025-11-11 01:26:20,866079.98,4893705,399033,17367
230254,Meta,2025-12-13 14:55:44,445516.04,5689229,259558,12348
230255,Affiliate,2024-05-05 09:31:20,158768.02,9897046,254006,4352
230256,Email,2025-09-23 18:23:50,434220.65,6828555,169425,14788
230257,Email,2025-11-19 22:56:06,509943.08,6947819,139946,26679
230258,Affiliate,2023-10-12 10:21:17,748452.32,6950044,55402,19299
230259,Google Ads,2025-08-12 09:00:06,573372.03,4252272,431184,13630
230260,Email,2024-10-13 15:33:15,433409.26,5502513,60367,13521
230261,Affiliate,2023-02-20 16:23:44,828773.72,9614081,116303,13325
230262,Meta,2024-01-03 09:59:28,886085.1,7775281,335612,12538
230263,Email,2025-01-10 02:07:54,785308.14,9122612,102095,8737
230264,OTA,2023-04-24 12:01:59,460824.21,7870537,493768,8138
230265,Meta,2023-06-04 18:45:48,507815.31,4343832,487722,8512
230266,Direct,2025-04-29 14:50:11,529931.14,1198387,9194,6289
230267,Affiliate,2023-07-01 06:11:23,304246.71,4366323,380649,7715
230268,Google Ads,2025-09-19 19:23:59,344290.16,763413,190776,1375
230269,Meta,2025-02-17 17:23:43,56066.39,519957,67288,11294
230270,Email,2024-10-04 03:27:07,403645.06,5028880,112480,13090
230271,Direct,2025-01-18 21:56:11,279782.92,8630674,86003,24843
230272,Meta,2025-03-28 07:33:43,627822.59,6663357,305841,6242
230273,Google Ads,2023-05-21 18:38:33,452296.42,4676039,410257,2361
230274,Meta,2025-09-29 07:06:40,878905.21,8807903,112595,18149
230275,Google Ads,2023-03-30 12:59:36,893649.77,3866961,386218,12606
230276,Affiliate,2024-07-31 17:10:06,851659.45,7557822,144677,14541
230277,Direct,2025-04-12 16:04:01,446573.6,7667261,18684,27228
230278,Meta,2025-04-20 17:25:06,195269.69,4563506,372846,10107
230279,Google Ads,2024-06-19 02:03:08,137015.91,2304663,18208,24833
230280,Affiliate,2023-11-10 18:54:44,320613.05,7188505,482044,18733
230281,Direct,2025-03-04 02:01:06,27905.14,1668472,182923,8398
230282,Meta,2024-08-26 02:20:29,733644.22,9529767,220000,1985
230283,Google Ads,2025-05-07 14:59:15,160962.39,6970399,136840,27874
230284,Google Ads,2023-02-04 15:17:16,267976.6,8157940,344781,1497
230285,Direct,2025-03-04 20:35:18,874683.35,8620610,268733,1009
230286,Meta,2023-07-09 13:27:54,9131.41,9905341,276759,1445
230287,OTA,2025-03-18 10:55:45,882553.9,6331974,413196,21559
230288,Email,2023-02-26 17:34:17,156289.93,5508473,229900,1708
230289,Affiliate,2025-08-26 11:43:45,318883.64,8657273,16971,11749
230290,Meta,2025-01-05 23:15:00,653485.87,5655174,378556,24144
230291,Meta,2024-02-18 03:58:41,962413.14,1106687,78232,25172
230292,Google Ads,2023-08-28 03:29:45,983873.74,6431610,259268,19245
230293,Meta,2024-05-21 12:37:03,491531.77,3171835,352969,21524
230294,Direct,2023-05-28 19:21:03,29272.17,3391536,361478,25094
230295,Google Ads,2025-06-04 16:55:30,752252.96,2848218,455312,12728
230296,Email,2025-09-09 05:59:06,13605.69,6336080,14917,16064
230297,Affiliate,2025-12-24 17:40:22,735312.48,4186496,219848,25611
230298,Meta,2023-11-11 19:04:39,745991.33,774510,493451,13533
230299,Affiliate,2024-02-25 05:42:28,609940.41,9518870,236267,27709
230300,Direct,2023-08-03 00:08:15,624510.16,7675432,19016,13404
230301,Meta,2025-03-31 07:36:44,826238.76,3307331,456843,21794
230302,Meta,2025-08-02 20:30:09,39118.32,1259716,23646,3653
230303,Direct,2023-11-20 01:40:05,106609.64,9575630,341895,23230
230304,Email,2023-10-08 20:13:41,179500.53,4540348,72415,3783
230305,OTA,2024-06-23 22:18:21,406722.76,523848,485676,3056
230306,OTA,2023-10-11 23:45:15,80599.43,6784907,479489,20915
230307,Google Ads,2024-08-31 20:30:38,681320.93,4782218,43576,18606
230308,OTA,2024-02-15 06:42:17,385201.95,4810054,203088,22800
230309,OTA,2025-12-04 23:44:39,483303.18,7447647,457548,159
230310,Meta,2025-08-17 21:14:26,822811.74,6860689,484592,23886
230311,OTA,2023-07-24 10:34:33,14586.57,7407793,312510,6414
230312,Affiliate,2023-01-17 15:16:52,940789.14,473028,291355,8836
230313,Direct,2025-02-08 13:15:56,63546.59,3523260,429962,15903
230314,Meta,2023-10-18 17:17:59,778047.75,7541823,256412,29628
230315,Google Ads,2025-02-20 21:38:46,494798.3,1471349,398332,18839
230316,Direct,2024-02-02 15:29:52,11912.03,5705568,136370,18762
230317,Affiliate,2024-06-04 03:44:49,861189.07,6405112,326167,2013
230318,Meta,2023-09-04 12:17:26,391309.21,951669,190550,2232
230319,Google Ads,2023-07-13 23:33:51,446378.21,5861271,363164,10641
230320,Affiliate,2025-05-18 14:05:57,334622.91,8134404,13784,15241
230321,Google Ads,2023-01-22 21:57:37,596362.76,4205378,42148,10258
230322,Google Ads,2023-02-14 08:03:42,192931.22,1532589,366574,24294
230323,Affiliate,2025-01-04 07:39:49,198782.39,8598647,326957,9628
230324,Direct,2025-08-20 01:25:46,182692.55,3721430,358592,27463
230325,Direct,2024-12-19 21:53:04,351009.98,6931323,367991,15164
230326,Email,2025-04-02 09:46:59,697502.64,9831575,89334,23688
230327,Affiliate,2023-09-09 02:29:13,974855.26,5050954,143696,5218
230328,Affiliate,2024-09-10 19:04:46,943027.14,3209212,282448,10009
230329,Direct,2023-04-25 00:06:38,291918.93,8868273,9950,18018
230330,Direct,2023-06-14 15:15:19,38355.23,3237321,110379,4306
230331,Direct,2025-08-28 09:00:04,966509.61,7767965,386145,9325
230332,Email,2024-04-14 05:18:05,776347.01,6153508,428727,6232
230333,Google Ads,2024-06-21 21:01:29,218496.68,3762943,392319,24283
230334,Direct,2023-08-26 23:06:16,700645.37,1328416,405425,688
230335,Email,2023-08-08 16:03:55,553755.09,6308052,407679,9070
230336,Affiliate,2023-02-13 13:43:15,56408.15,9244146,303277,20804
230337,OTA,2025-07-10 17:47:25,749756.48,2578887,126967,29120
230338,Affiliate,2025-04-22 04:42:53,823448.08,396054,295371,7507
230339,Email,2025-10-16 21:29:31,235216.37,1658056,117682,9555
230340,OTA,2025-12-12 21:42:51,896057.93,4608129,34056,2804
230341,Direct,2023-02-24 05:15:25,153546.48,2934318,89885,12378
230342,Meta,2023-08-19 11:33:18,650674.0,3494377,223639,28927
230343,Meta,2024-10-07 13:08:04,422621.06,7507655,5509,2378
230344,Direct,2023-03-04 00:56:30,576657.28,4003625,139381,5076
230345,OTA,2025-06-12 02:16:26,359469.17,241630,296499,21970
230346,Meta,2025-05-18 15:38:36,463026.44,6578026,31556,13320
230347,Email,2023-11-24 18:24:35,457000.86,911118,264324,1001
230348,Affiliate,2023-01-20 07:47:13,441121.3,2656609,32816,2523
230349,Direct,2023-02-22 11:26:05,71248.47,7920331,357268,18486
230350,Affiliate,2024-07-28 03:20:47,643492.07,5746607,43399,6209
230351,Meta,2024-07-14 19:51:59,542043.37,7322117,18194,20902
230352,Email,2023-07-09 15:22:48,509007.97,4892178,384692,26477
230353,Email,2023-11-26 08:40:28,375897.02,692206,374704,2571
230354,OTA,2024-04-26 02:42:34,555663.91,3369082,436799,6506
230355,OTA,2025-02-01 02:02:37,990740.81,3530341,426746,13769
230356,Google Ads,2023-12-22 11:07:16,309095.48,7058966,218553,7079
230357,Affiliate,2024-08-26 03:39:22,333320.34,5313518,85201,16095
230358,OTA,2024-10-28 16:31:33,885888.93,3720633,333091,10941
230359,Google Ads,2024-02-21 20:12:27,951118.1,8723838,333827,12049
230360,Direct,2025-03-08 18:30:36,230239.08,8052653,460016,3380
230361,Meta,2024-06-23 11:29:16,983150.96,4614664,34142,27607
230362,Meta,2024-05-08 17:20:37,52692.16,4441364,137651,25281
230363,OTA,2023-10-21 23:47:14,754297.63,5866971,191746,11367
230364,Google Ads,2023-06-09 23:28:26,797441.35,6918688,98176,26582
230365,OTA,2024-05-30 02:44:10,425603.81,3023297,415371,13866
230366,Google Ads,2025-08-13 15:37:17,646841.65,3029016,186964,9668
230367,Google Ads,2024-08-21 01:01:54,476502.91,3252946,438360,6882
230368,OTA,2024-07-21 11:30:52,676831.62,5516857,10963,17913
230369,Google Ads,2023-03-13 13:30:18,575430.17,9538241,448251,12356
230370,OTA,2025-01-06 14:42:48,629437.19,824484,16344,20280
230371,Direct,2023-07-01 05:13:20,487578.05,3129474,206751,22014
230372,Direct,2023-06-21 14:41:58,513091.36,7438018,155840,5827
230373,Google Ads,2025-09-18 12:49:58,521950.76,1587746,235107,11854
230374,OTA,2025-01-11 04:49:09,423361.48,2121445,83674,6309
230375,OTA,2023-07-03 22:05:15,639853.62,8088282,117598,2808
230376,Direct,2024-03-30 00:42:44,151737.94,8752630,204696,13251
230377,Email,2023-06-25 14:35:02,760368.46,6350767,389108,9929
230378,Meta,2024-12-18 14:58:29,221661.52,5558870,220508,1203
230379,Affiliate,2023-05-05 15:01:35,601995.29,380463,493952,1820
230380,Google Ads,2023-04-09 21:00:31,699292.63,683272,255208,7714
230381,Affiliate,2025-12-20 15:39:04,633821.15,3166426,490879,25757
230382,Affiliate,2024-12-16 05:22:35,928565.85,8562410,387249,2462
230383,Google Ads,2025-06-21 14:57:47,854862.23,8817777,342939,14823
230384,Affiliate,2024-02-23 22:50:10,411385.36,6406107,228874,21392
230385,Google Ads,2025-03-14 09:39:09,671582.28,9509001,46493,16146
230386,Google Ads,2023-02-26 20:15:51,987718.18,8624680,57257,8408
230387,Google Ads,2023-07-12 01:49:20,585305.71,6694984,389174,9884
230388,Meta,2024-07-10 10:31:33,860943.37,3503018,253456,1799
230389,Email,2024-05-15 06:02:02,796340.27,2977381,119372,21648
230390,Meta,2025-04-03 04:40:53,725202.41,1099708,215381,28536
230391,Meta,2023-08-19 12:01:19,809768.28,4180583,411148,20876
230392,Google Ads,2024-06-17 11:26:54,517826.57,7031664,43980,17830
